Table Name,State Code,District Code,Tehsil Code,Area Name,Mother Tongue Code,Mother Tongue,Total - Persons,Total - Males,Total - Females,Rural - Persons,Rural - Males,Rural - Females,Urban - Persons,Urban - Males,Urban - Females
C0116,09,28,0002,Tehsil - Tiloi 0002,040000,40 ENGLISH,5,3,2,4,3,1,1,0,1
C0116,09,28,0002,Tehsil - Tiloi 0002,040001, 1 ENGLISH,5,3,2,4,3,1,1,0,1
C0116,09,28,0002,Tehsil - Tiloi 0002,123000,123 OTHERS,110,53,57,105,50,55,5,3,2
C0116,09,28,0003,Tehsil - Rae Bareli 0003,002000,2 BENGALI,276,139,137,12,6,6,264,133,131
C0116,09,28,0003,Tehsil - Rae Bareli 0003,002004, 1 BENGALI,276,139,137,12,6,6,264,133,131
C0116,09,28,0003,Tehsil - Rae Bareli 0003,005000,5 GUJARATI,12,6,6,12,6,6,0,0,0
C0116,09,28,0003,Tehsil - Rae Bareli 0003,005011, 1 GUJARATI,12,6,6,12,6,6,0,0,0
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006000,6 HINDI,683559,354241,329318,539409,278125,261284,144150,76116,68034
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006008, 1 AWADHI,13963,7113,6850,13948,7106,6842,15,7,8
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006045, 2 BHOJPURI,29,18,11,5,1,4,24,17,7
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006060, 3 BUNDELI/BUNDELKHANDI,37,19,18,4,2,2,33,17,16
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006072, 4 CHHATTISGARHI,260,128,132,260,128,132,0,0,0
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006095, 5 GARHWALI,30,16,14,4,2,2,26,14,12
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006118, 6 HINDI,669158,346900,322258,525156,270868,254288,144002,76032,67970
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006127, 7 JAUNSARI,6,6,0,4,4,0,2,2,0
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006138, 8 KANGRI,5,2,3,0,0,0,5,2,3
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006162, 9 KUMAUNI,13,7,6,0,0,0,13,7,6
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006242, 10 RAJASTHANI,24,14,10,0,0,0,24,14,10
C0116,09,28,0003,Tehsil - Rae Bareli 0003,006999,6 Others,34,18,16,28,14,14,6,4,2
C0116,09,28,0003,Tehsil - Rae Bareli 0003,007000,7 KANNADA,4,3,1,0,0,0,4,3,1
C0116,09,28,0003,Tehsil - Rae Bareli 0003,007013, 1 KANNADA,4,3,1,0,0,0,4,3,1
C0116,09,28,0003,Tehsil - Rae Bareli 0003,011000,11 MALAYALAM,92,47,45,11,6,5,81,41,40
C0116,09,28,0003,Tehsil - Rae Bareli 0003,011013, 1 MALAYALAM,92,47,45,11,6,5,81,41,40
C0116,09,28,0003,Tehsil - Rae Bareli 0003,013000,13 MARATHI,18,9,9,0,0,0,18,9,9
C0116,09,28,0003,Tehsil - Rae Bareli 0003,013048, 1 MARATHI,18,9,9,0,0,0,18,9,9
C0116,09,28,0003,Tehsil - Rae Bareli 0003,014000,14 NEPALI,1623,823,800,1186,605,581,437,218,219
C0116,09,28,0003,Tehsil - Rae Bareli 0003,014009, 1 NEPALI,1623,823,800,1186,605,581,437,218,219
C0116,09,28,0003,Tehsil - Rae Bareli 0003,015000,15 ORIYA,244,118,126,188,95,93,56,23,33
C0116,09,28,0003,Tehsil - Rae Bareli 0003,015031, 1 ORIYA,244,118,126,188,95,93,56,23,33
C0116,09,28,0003,Tehsil - Rae Bareli 0003,016000,16 PUNJABI,861,447,414,2,1,1,859,446,413
C0116,09,28,0003,Tehsil - Rae Bareli 0003,016018, 1 PUNJABI,846,440,406,2,1,1,844,439,405
C0116,09,28,0003,Tehsil - Rae Bareli 0003,016999,16 Others,15,7,8,0,0,0,15,7,8
C0116,09,28,0003,Tehsil - Rae Bareli 0003,019000,19 SINDHI,229,114,115,1,1,0,228,113,115
C0116,09,28,0003,Tehsil - Rae Bareli 0003,019013, 1 SINDHI,229,114,115,1,1,0,228,113,115
C0116,09,28,0003,Tehsil - Rae Bareli 0003,020000,20 TAMIL,15,8,7,0,0,0,15,8,7
C0116,09,28,0003,Tehsil - Rae Bareli 0003,020020, 1 TAMIL,15,8,7,0,0,0,15,8,7
C0116,09,28,0003,Tehsil - Rae Bareli 0003,021000,21 TELUGU,23,12,11,0,0,0,23,12,11
C0116,09,28,0003,Tehsil - Rae Bareli 0003,021035, 1 TELUGU,23,12,11,0,0,0,23,12,11
C0116,09,28,0003,Tehsil - Rae Bareli 0003,022000,22 URDU,27496,14287,13209,4338,2516,1822,23158,11771,11387
C0116,09,28,0003,Tehsil - Rae Bareli 0003,022014, 1 URDU,27496,14287,13209,4338,2516,1822,23158,11771,11387
C0116,09,28,0003,Tehsil - Rae Bareli 0003,040000,40 ENGLISH,21,7,14,4,1,3,17,6,11
C0116,09,28,0003,Tehsil - Rae Bareli 0003,040001, 1 ENGLISH,21,7,14,4,1,3,17,6,11
C0116,09,28,0003,Tehsil - Rae Bareli 0003,044000,44 GONDI,4,1,3,0,0,0,4,1,3
C0116,09,28,0003,Tehsil - Rae Bareli 0003,044999,44 Others,4,1,3,0,0,0,4,1,3
C0116,09,28,0003,Tehsil - Rae Bareli 0003,123000,123 OTHERS,313,175,138,294,164,130,19,11,8
C0116,09,28,0004,Tehsil - Lalganj 0004,002000,2 BENGALI,28,10,18,20,6,14,8,4,4
C0116,09,28,0004,Tehsil - Lalganj 0004,002004, 1 BENGALI,28,10,18,20,6,14,8,4,4
C0116,09,28,0004,Tehsil - Lalganj 0004,006000,6 HINDI,448756,226968,221788,427975,216126,211849,20781,10842,9939
C0116,09,28,0004,Tehsil - Lalganj 0004,006008, 1 AWADHI,31,19,12,31,19,12,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,006060, 2 BUNDELI/BUNDELKHANDI,7,3,4,5,3,2,2,0,2
C0116,09,28,0004,Tehsil - Lalganj 0004,006072, 3 CHHATTISGARHI,49,26,23,49,26,23,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,006118, 4 HINDI,448593,226882,221711,427814,216040,211774,20779,10842,9937
C0116,09,28,0004,Tehsil - Lalganj 0004,006127, 5 JAUNSARI,1,1,0,1,1,0,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,006999,6 Others,75,37,38,75,37,38,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,011000,11 MALAYALAM,9,4,5,6,2,4,3,2,1
C0116,09,28,0004,Tehsil - Lalganj 0004,011013, 1 MALAYALAM,9,4,5,6,2,4,3,2,1
C0116,09,28,0004,Tehsil - Lalganj 0004,013000,13 MARATHI,1,1,0,1,1,0,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,013048, 1 MARATHI,1,1,0,1,1,0,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,014000,14 NEPALI,1267,623,644,1116,551,565,151,72,79
C0116,09,28,0004,Tehsil - Lalganj 0004,014009, 1 NEPALI,1267,623,644,1116,551,565,151,72,79
C0116,09,28,0004,Tehsil - Lalganj 0004,016000,16 PUNJABI,5,2,3,0,0,0,5,2,3
C0116,09,28,0004,Tehsil - Lalganj 0004,016018, 1 PUNJABI,5,2,3,0,0,0,5,2,3
C0116,09,28,0004,Tehsil - Lalganj 0004,017000,17 SANSKRIT,2,0,2,2,0,2,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,017002, 1 SANSKRIT,2,0,2,2,0,2,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,018000,18 SANTALI,1,1,0,1,1,0,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,018999,18 Others,1,1,0,1,1,0,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,020000,20 TAMIL,1,0,1,1,0,1,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,020020, 1 TAMIL,1,0,1,1,0,1,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,022000,22 URDU,1127,564,563,938,468,470,189,96,93
C0116,09,28,0004,Tehsil - Lalganj 0004,022014, 1 URDU,1127,564,563,938,468,470,189,96,93
C0116,09,28,0004,Tehsil - Lalganj 0004,028000,28 ARABIC/ARBI,1,0,1,1,0,1,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,028001, 1 ARABIC/ARBI,1,0,1,1,0,1,0,0,0
C0116,09,28,0004,Tehsil - Lalganj 0004,040000,40 ENGLISH,9,6,3,4,2,2,5,4,1
C0116,09,28,0004,Tehsil - Lalganj 0004,040001, 1 ENGLISH,9,6,3,4,2,2,5,4,1
C0116,09,28,0004,Tehsil - Lalganj 0004,123000,123 OTHERS,160,80,80,160,80,80,0,0,0
C0116,09,28,0005,Tehsil - Dalmau 0005,002000,2 BENGALI,12,4,8,6,2,4,6,2,4
C0116,09,28,0005,Tehsil - Dalmau 0005,002004, 1 BENGALI,12,4,8,6,2,4,6,2,4
C0116,09,28,0005,Tehsil - Dalmau 0005,006000,6 HINDI,247801,125429,122372,239643,121133,118510,8158,4296,3862
C0116,09,28,0005,Tehsil - Dalmau 0005,006045, 1 BHOJPURI,36,12,24,36,12,24,0,0,0
C0116,09,28,0005,Tehsil - Dalmau 0005,006072, 2 CHHATTISGARHI,143,65,78,143,65,78,0,0,0
C0116,09,28,0005,Tehsil - Dalmau 0005,006095, 3 GARHWALI,3,2,1,3,2,1,0,0,0
C0116,09,28,0005,Tehsil - Dalmau 0005,006118, 4 HINDI,247616,125348,122268,239458,121052,118406,8158,4296,3862
C0116,09,28,0005,Tehsil - Dalmau 0005,006127, 5 JAUNSARI,1,0,1,1,0,1,0,0,0
C0116,09,28,0005,Tehsil - Dalmau 0005,006999,6 Others,2,2,0,2,2,0,0,0,0
C0116,09,28,0005,Tehsil - Dalmau 0005,011000,11 MALAYALAM,5,0,5,0,0,0,5,0,5
C0116,09,28,0005,Tehsil - Dalmau 0005,011013, 1 MALAYALAM,5,0,5,0,0,0,5,0,5
C0116,09,28,0005,Tehsil - Dalmau 0005,014000,14 NEPALI,280,151,129,262,145,117,18,6,12
C0116,09,28,0005,Tehsil - Dalmau 0005,014009, 1 NEPALI,280,151,129,262,145,117,18,6,12
C0116,09,28,0005,Tehsil - Dalmau 0005,016000,16 PUNJABI,16,8,8,0,0,0,16,8,8
C0116,09,28,0005,Tehsil - Dalmau 0005,016999,16 Others,16,8,8,0,0,0,16,8,8
C0116,09,28,0005,Tehsil - Dalmau 0005,022000,22 URDU,2294,1192,1102,1461,783,678,833,409,424
C0116,09,28,0005,Tehsil - Dalmau 0005,022014, 1 URDU,2294,1192,1102,1461,783,678,833,409,424
C0116,09,28,0005,Tehsil - Dalmau 0005,123000,123 OTHERS,218,105,113,218,105,113,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,001000,1 ASSAMESE,1,1,0,1,1,0,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,001002, 1 ASSAMESE,1,1,0,1,1,0,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,002000,2 BENGALI,99,58,41,91,54,37,8,4,4
C0116,09,28,0006,Tehsil - Unchahar ** 0006,002004, 1 BENGALI,99,58,41,91,54,37,8,4,4
C0116,09,28,0006,Tehsil - Unchahar ** 0006,004000,4 DOGRI,2,2,0,2,2,0,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,004001, 1 DOGRI,2,2,0,2,2,0,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,005000,5 GUJARATI,9,6,3,9,6,3,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,005011, 1 GUJARATI,9,6,3,9,6,3,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006000,6 HINDI,268188,136833,131355,261158,133180,127978,7030,3653,3377
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006008, 1 AWADHI,3,2,1,3,2,1,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006045, 2 BHOJPURI,12,6,6,12,6,6,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006060, 3 BUNDELI/BUNDELKHANDI,21,12,9,17,9,8,4,3,1
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006072, 4 CHHATTISGARHI,108,52,56,108,52,56,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006095, 5 GARHWALI,28,12,16,28,12,16,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006117, 6 HARYANVI,1,1,0,1,1,0,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006118, 7 HINDI,268011,136745,131266,260985,133095,127890,7026,3650,3376
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006127, 8 JAUNSARI,2,1,1,2,1,1,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,006162, 9 KUMAUNI,2,2,0,2,2,0,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,007000,7 KANNADA,5,4,1,5,4,1,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,007013, 1 KANNADA,5,4,1,5,4,1,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,011000,11 MALAYALAM,106,76,30,100,72,28,6,4,2
C0116,09,28,0006,Tehsil - Unchahar ** 0006,011013, 1 MALAYALAM,104,75,29,98,71,27,6,4,2
C0116,09,28,0006,Tehsil - Unchahar ** 0006,011999,11 Others,2,1,1,2,1,1,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,013000,13 MARATHI,31,18,13,9,8,1,22,10,12
C0116,09,28,0006,Tehsil - Unchahar ** 0006,013048, 1 MARATHI,31,18,13,9,8,1,22,10,12
C0116,09,28,0006,Tehsil - Unchahar ** 0006,014000,14 NEPALI,498,257,241,491,252,239,7,5,2
C0116,09,28,0006,Tehsil - Unchahar ** 0006,014009, 1 NEPALI,498,257,241,491,252,239,7,5,2
C0116,09,28,0006,Tehsil - Unchahar ** 0006,015000,15 ORIYA,19,9,10,19,9,10,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,015031, 1 ORIYA,19,9,10,19,9,10,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,016000,16 PUNJABI,51,31,20,41,26,15,10,5,5
C0116,09,28,0006,Tehsil - Unchahar ** 0006,016018, 1 PUNJABI,41,26,15,41,26,15,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,016999,16 Others,10,5,5,0,0,0,10,5,5
C0116,09,28,0006,Tehsil - Unchahar ** 0006,020000,20 TAMIL,29,16,13,29,16,13,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,020020, 1 TAMIL,29,16,13,29,16,13,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,021000,21 TELUGU,39,24,15,39,24,15,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,021035, 1 TELUGU,39,24,15,39,24,15,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,022000,22 URDU,2761,1368,1393,556,270,286,2205,1098,1107
C0116,09,28,0006,Tehsil - Unchahar ** 0006,022014, 1 URDU,2761,1368,1393,556,270,286,2205,1098,1107
C0116,09,28,0006,Tehsil - Unchahar ** 0006,040000,40 ENGLISH,3,3,0,3,3,0,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,040001, 1 ENGLISH,3,3,0,3,3,0,0,0,0
C0116,09,28,0006,Tehsil - Unchahar ** 0006,123000,123 OTHERS,160,88,72,160,88,72,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,002000,2 BENGALI,37,22,15,31,18,13,6,4,2
C0116,09,28,0007,Tehsil - Salon 0007,002004, 1 BENGALI,37,22,15,31,18,13,6,4,2
C0116,09,28,0007,Tehsil - Salon 0007,006000,6 HINDI,389465,198371,191094,375759,191256,184503,13706,7115,6591
C0116,09,28,0007,Tehsil - Salon 0007,006008, 1 AWADHI,35736,18157,17579,35486,18030,17456,250,127,123
C0116,09,28,0007,Tehsil - Salon 0007,006045, 2 BHOJPURI,3,0,3,3,0,3,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,006060, 3 BUNDELI/BUNDELKHANDI,2,1,1,2,1,1,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,006072, 4 CHHATTISGARHI,564,297,267,564,297,267,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,006095, 5 GARHWALI,1,0,1,1,0,1,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,006117, 6 HARYANVI,2,2,0,2,2,0,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,006118, 7 HINDI,353138,179904,173234,339682,172916,166766,13456,6988,6468
C0116,09,28,0007,Tehsil - Salon 0007,006127, 8 JAUNSARI,1,1,0,1,1,0,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,006162, 9 KUMAUNI,1,1,0,1,1,0,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,006999,6 Others,17,8,9,17,8,9,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,011000,11 MALAYALAM,3,0,3,3,0,3,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,011013, 1 MALAYALAM,3,0,3,3,0,3,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,013000,13 MARATHI,4,3,1,1,1,0,3,2,1
C0116,09,28,0007,Tehsil - Salon 0007,013048, 1 MARATHI,4,3,1,1,1,0,3,2,1
C0116,09,28,0007,Tehsil - Salon 0007,014000,14 NEPALI,1106,533,573,1094,529,565,12,4,8
C0116,09,28,0007,Tehsil - Salon 0007,014009, 1 NEPALI,1106,533,573,1094,529,565,12,4,8
C0116,09,28,0007,Tehsil - Salon 0007,016000,16 PUNJABI,134,66,68,1,0,1,133,66,67
C0116,09,28,0007,Tehsil - Salon 0007,016018, 1 PUNJABI,130,64,66,1,0,1,129,64,65
C0116,09,28,0007,Tehsil - Salon 0007,016999,16 Others,4,2,2,0,0,0,4,2,2
C0116,09,28,0007,Tehsil - Salon 0007,020000,20 TAMIL,2,1,1,1,1,0,1,0,1
C0116,09,28,0007,Tehsil - Salon 0007,020020, 1 TAMIL,2,1,1,1,1,0,1,0,1
C0116,09,28,0007,Tehsil - Salon 0007,022000,22 URDU,23648,11959,11689,14581,7407,7174,9067,4552,4515
C0116,09,28,0007,Tehsil - Salon 0007,022014, 1 URDU,23648,11959,11689,14581,7407,7174,9067,4552,4515
C0116,09,28,0007,Tehsil - Salon 0007,040000,40 ENGLISH,7,7,0,7,7,0,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,040001, 1 ENGLISH,7,7,0,7,7,0,0,0,0
C0116,09,28,0007,Tehsil - Salon 0007,123000,123 OTHERS,13,9,4,13,9,4,0,0,0
C0116,09,29,0000,District - Farrukhabad  29,001000,1 ASSAMESE,17,12,5,2,1,1,15,11,4
C0116,09,29,0000,District - Farrukhabad  29,001002, 1 ASSAMESE,17,12,5,2,1,1,15,11,4
C0116,09,29,0000,District - Farrukhabad  29,002000,2 BENGALI,175,57,118,79,7,72,96,50,46
C0116,09,29,0000,District - Farrukhabad  29,002004, 1 BENGALI,175,57,118,79,7,72,96,50,46
C0116,09,29,0000,District - Farrukhabad  29,004000,4 DOGRI,12,7,5,0,0,0,12,7,5
C0116,09,29,0000,District - Farrukhabad  29,004001, 1 DOGRI,12,7,5,0,0,0,12,7,5
C0116,09,29,0000,District - Farrukhabad  29,005000,5 GUJARATI,13,4,9,4,0,4,9,4,5
C0116,09,29,0000,District - Farrukhabad  29,005011, 1 GUJARATI,13,4,9,4,0,4,9,4,5
C0116,09,29,0000,District - Farrukhabad  29,006000,6 HINDI,1453735,788494,665241,1166465,634867,531598,287270,153627,133643
C0116,09,29,0000,District - Farrukhabad  29,006045, 1 BHOJPURI,293,171,122,235,136,99,58,35,23
C0116,09,29,0000,District - Farrukhabad  29,006059, 2 BRAJBHASHA,4,0,4,4,0,4,0,0,0
C0116,09,29,0000,District - Farrukhabad  29,006060, 3 BUNDELI/BUNDELKHANDI,51,8,43,38,3,35,13,5,8
C0116,09,29,0000,District - Farrukhabad  29,006095, 4 GARHWALI,30,12,18,14,4,10,16,8,8
C0116,09,29,0000,District - Farrukhabad  29,006117, 5 HARYANVI,1,0,1,0,0,0,1,0,1
C0116,09,29,0000,District - Farrukhabad  29,006118, 6 HINDI,1453062,788160,664902,1165957,634615,531342,287105,153545,133560
C0116,09,29,0000,District - Farrukhabad  29,006127, 7 JAUNSARI,6,4,2,5,4,1,1,0,1
C0116,09,29,0000,District - Farrukhabad  29,006162, 8 KUMAUNI,8,3,5,3,0,3,5,3,2
C0116,09,29,0000,District - Farrukhabad  29,006192, 9 MARWARI,6,3,3,0,0,0,6,3,3
C0116,09,29,0000,District - Farrukhabad  29,006242, 10 RAJASTHANI,63,27,36,0,0,0,63,27,36
C0116,09,29,0000,District - Farrukhabad  29,006999,6 Others,211,106,105,209,105,104,2,1,1
C0116,09,29,0000,District - Farrukhabad  29,007000,7 KANNADA,4,3,1,0,0,0,4,3,1
C0116,09,29,0000,District - Farrukhabad  29,007013, 1 KANNADA,2,2,0,0,0,0,2,2,0
C0116,09,29,0000,District - Farrukhabad  29,007999,7 Others,2,1,1,0,0,0,2,1,1
C0116,09,29,0000,District - Farrukhabad  29,008000,8 KASHMIRI,1,1,0,0,0,0,1,1,0
C0116,09,29,0000,District - Farrukhabad  29,008002, 1 KASHMIRI,1,1,0,0,0,0,1,1,0
C0116,09,29,0000,District - Farrukhabad  29,010000,10 MAITHILI,15,8,7,0,0,0,15,8,7
C0116,09,29,0000,District - Farrukhabad  29,010006, 1 MAITHILI,15,8,7,0,0,0,15,8,7
C0116,09,29,0000,District - Farrukhabad  29,011000,11 MALAYALAM,55,29,26,2,0,2,53,29,24
C0116,09,29,0000,District - Farrukhabad  29,011013, 1 MALAYALAM,55,29,26,2,0,2,53,29,24
C0116,09,29,0000,District - Farrukhabad  29,013000,13 MARATHI,60,33,27,8,4,4,52,29,23
C0116,09,29,0000,District - Farrukhabad  29,013048, 1 MARATHI,60,33,27,8,4,4,52,29,23
C0116,09,29,0000,District - Farrukhabad  29,014000,14 NEPALI,1924,1052,872,1589,875,714,335,177,158
C0116,09,29,0000,District - Farrukhabad  29,014009, 1 NEPALI,1924,1052,872,1589,875,714,335,177,158
C0116,09,29,0000,District - Farrukhabad  29,015000,15 ORIYA,67,22,45,31,5,26,36,17,19
C0116,09,29,0000,District - Farrukhabad  29,015031, 1 ORIYA,67,22,45,31,5,26,36,17,19
C0116,09,29,0000,District - Farrukhabad  29,016000,16 PUNJABI,1653,1290,363,81,45,36,1572,1245,327
C0116,09,29,0000,District - Farrukhabad  29,016018, 1 PUNJABI,1629,1271,358,64,31,33,1565,1240,325
C0116,09,29,0000,District - Farrukhabad  29,016999,16 Others,24,19,5,17,14,3,7,5,2
C0116,09,29,0000,District - Farrukhabad  29,019000,19 SINDHI,70,43,27,0,0,0,70,43,27
C0116,09,29,0000,District - Farrukhabad  29,019013, 1 SINDHI,70,43,27,0,0,0,70,43,27
C0116,09,29,0000,District - Farrukhabad  29,020000,20 TAMIL,23,13,10,1,1,0,22,12,10
C0116,09,29,0000,District - Farrukhabad  29,020020, 1 TAMIL,22,12,10,1,1,0,21,11,10
C0116,09,29,0000,District - Farrukhabad  29,020999,20 Others,1,1,0,0,0,0,1,1,0
C0116,09,29,0000,District - Farrukhabad  29,021000,21 TELUGU,43,7,36,0,0,0,43,7,36
C0116,09,29,0000,District - Farrukhabad  29,021035, 1 TELUGU,43,7,36,0,0,0,43,7,36
C0116,09,29,0000,District - Farrukhabad  29,022000,22 URDU,112452,58678,53774,60573,31763,28810,51879,26915,24964
C0116,09,29,0000,District - Farrukhabad  29,022014, 1 URDU,112448,58674,53774,60569,31759,28810,51879,26915,24964
C0116,09,29,0000,District - Farrukhabad  29,022999,22 Others,4,4,0,4,4,0,0,0,0
C0116,09,29,0000,District - Farrukhabad  29,028000,28 ARABIC/ARBI,3,1,2,0,0,0,3,1,2
C0116,09,29,0000,District - Farrukhabad  29,028001, 1 ARABIC/ARBI,3,1,2,0,0,0,3,1,2
C0116,09,29,0000,District - Farrukhabad  29,040000,40 ENGLISH,23,14,9,5,5,0,18,9,9
C0116,09,29,0000,District - Farrukhabad  29,040001, 1 ENGLISH,23,14,9,5,5,0,18,9,9
C0116,09,29,0000,District - Farrukhabad  29,110000,110 TAMANG,2,1,1,0,0,0,2,1,1
C0116,09,29,0000,District - Farrukhabad  29,110001, 1 TAMANG,2,1,1,0,0,0,2,1,1
C0116,09,29,0000,District - Farrukhabad  29,123000,123 OTHERS,61,31,30,24,13,11,37,18,19
C0116,09,29,0001,Tehsil - Kaimganj 0001,001000,1 ASSAMESE,2,1,1,2,1,1,0,0,0
C0116,09,29,0001,Tehsil - Kaimganj 0001,001002, 1 ASSAMESE,2,1,1,2,1,1,0,0,0
C0116,09,29,0001,Tehsil - Kaimganj 0001,002000,2 BENGALI,56,6,50,44,4,40,12,2,10
C0116,09,29,0001,Tehsil - Kaimganj 0001,002004, 1 BENGALI,56,6,50,44,4,40,12,2,10
C0116,09,29,0001,Tehsil - Kaimganj 0001,005000,5 GUJARATI,3,0,3,3,0,3,0,0,0
C0116,09,29,0001,Tehsil - Kaimganj 0001,005011, 1 GUJARATI,3,0,3,3,0,3,0,0,0
C0116,09,29,0001,Tehsil - Kaimganj 0001,006000,6 HINDI,514179,279719,234460,466625,254337,212288,47554,25382,22172
C0116,09,29,0001,Tehsil - Kaimganj 0001,006045, 1 BHOJPURI,224,132,92,209,122,87,15,10,5
C0116,09,29,0001,Tehsil - Kaimganj 0001,006060, 2 BUNDELI/BUNDELKHANDI,24,1,23,18,0,18,6,1,5
C0116,09,29,0001,Tehsil - Kaimganj 0001,006095, 3 GARHWALI,6,2,4,6,2,4,0,0,0
C0116,09,29,0001,Tehsil - Kaimganj 0001,006118, 4 HINDI,513772,279517,234255,466288,254166,212122,47484,25351,22133
C0116,09,29,0001,Tehsil - Kaimganj 0001,006127, 5 JAUNSARI,1,0,1,1,0,1,0,0,0
C0116,09,29,0001,Tehsil - Kaimganj 0001,006162, 6 KUMAUNI,3,0,3,3,0,3,0,0,0
C0116,09,29,0001,Tehsil - Kaimganj 0001,006242, 7 RAJASTHANI,49,20,29,0,0,0,49,20,29
C0116,09,29,0001,Tehsil - Kaimganj 0001,006999,6 Others,100,47,53,100,47,53,0,0,0
C0116,09,29,0001,Tehsil - Kaimganj 0001,007000,7 KANNADA,1,0,1,0,0,0,1,0,1
C0116,09,29,0001,Tehsil - Kaimganj 0001,007999,7 Others,1,0,1,0,0,0,1,0,1
C0116,09,29,0001,Tehsil - Kaimganj 0001,010000,10 MAITHILI,2,0,2,0,0,0,2,0,2
C0116,09,29,0001,Tehsil - Kaimganj 0001,010006, 1 MAITHILI,2,0,2,0,0,0,2,0,2
C0116,09,29,0001,Tehsil - Kaimganj 0001,011000,11 MALAYALAM,6,2,4,0,0,0,6,2,4
C0116,09,29,0001,Tehsil - Kaimganj 0001,011013, 1 MALAYALAM,6,2,4,0,0,0,6,2,4
C0116,09,29,0001,Tehsil - Kaimganj 0001,013000,13 MARATHI,3,0,3,1,0,1,2,0,2
C0116,09,29,0001,Tehsil - Kaimganj 0001,013048, 1 MARATHI,3,0,3,1,0,1,2,0,2
C0116,09,29,0001,Tehsil - Kaimganj 0001,014000,14 NEPALI,734,407,327,706,389,317,28,18,10
C0116,09,29,0001,Tehsil - Kaimganj 0001,014009, 1 NEPALI,734,407,327,706,389,317,28,18,10
